Program,use_events,message_size,num_exchanges,MTU,Num mlx4 interrupts,Server Mbit/sec,Server voluntary_ctxt_switches,Server user time,Server system time,Server Mbit/sec,Client voluntary_ctxt_switches,Client user time,Client system time
ibv_uc_pingpong,0,262144,15258,2048,25,24094.72,16,2.652000,0.004000,24096.16,15,2.656000,0.004000,
ibv_rc_pingpong,0,262144,15258,2048,23,23917.43,16,2.676000,0.000000,23919.08,15,2.676000,0.000000,
ibv_uc_pingpong,1,262144,15258,2048,30936,22162.60,30531,0.076000,0.076000,22163.58,30531,0.068000,0.084000,
ibv_rc_pingpong,1,262144,15258,2048,30542,22160.42,30531,0.040000,0.112000,22160.75,30532,0.060000,0.092000,
ibv_uc_pingpong,0,262144,15258,4096,25,23741.64,16,2.696000,0.000000,23743.30,15,2.696000,0.000000,
ibv_rc_pingpong,0,262144,15258,4096,26,23623.53,16,2.712000,0.000000,23623.93,15,2.712000,0.000000,
ibv_uc_pingpong,1,262144,15258,4096,60065,21724.00,30531,0.040000,0.104000,21725.98,30529,0.032000,0.116000,
ibv_rc_pingpong,1,262144,15258,4096,30541,21847.24,30532,0.036000,0.116000,21848.06,30531,0.028000,0.132000,
ibv_uc_pingpong,0,524288,7629,1024,26,24294.69,16,2.636000,0.000000,24295.68,15,2.636000,0.000000,
ibv_rc_pingpong,0,524288,7629,1024,25,24192.18,16,2.644000,0.004000,24192.14,15,2.648000,0.000000,
ibv_uc_pingpong,1,524288,7629,1024,15301,22500.19,15274,0.032000,0.080000,22500.62,15273,0.036000,0.072000,
ibv_rc_pingpong,1,524288,7629,1024,15284,22886.11,15273,0.016000,0.096000,22887.67,15273,0.028000,0.068000,
ibv_uc_pingpong,0,524288,7629,2048,25,24341.88,16,2.632000,0.000000,24343.31,15,2.628000,0.004000,
ibv_rc_pingpong,0,524288,7629,2048,38,24322.78,16,2.632000,0.000000,24324.16,15,2.632000,0.000000,
ibv_uc_pingpong,1,524288,7629,2048,15353,22806.32,15274,0.020000,0.100000,22808.27,15273,0.020000,0.072000,
ibv_rc_pingpong,1,524288,7629,2048,15300,22805.41,15271,0.044000,0.052000,22806.35,15271,0.012000,0.084000,
ibv_uc_pingpong,0,524288,7629,4096,26,24231.26,16,2.644000,0.000000,24233.11,15,2.644000,0.000000,
ibv_rc_pingpong,0,524288,7629,4096,36,24156.34,16,2.652000,0.000000,24157.42,15,2.652000,0.000000,
ibv_uc_pingpong,1,524288,7629,4096,28839,22698.34,15274,0.012000,0.096000,22700.02,15273,0.028000,0.076000,
ibv_rc_pingpong,1,524288,7629,4096,15289,22762.29,15275,0.040000,0.040000,22763.26,15273,0.028000,0.088000,
ibv_uc_pingpong,0,1048576,3814,1024,30,24436.91,18,2.620000,0.000000,24437.99,17,2.620000,0.000000,
ibv_rc_pingpong,0,1048576,3814,1024,42,24435.07,18,2.620000,0.000000,24436.54,17,2.620000,0.000000,
ibv_uc_pingpong,1,1048576,3814,1024,7655,21544.51,7646,0.068000,0.080000,21545.17,7645,0.016000,0.148000,
ibv_rc_pingpong,1,1048576,3814,1024,7655,21384.47,7648,0.068000,0.112000,21385.94,7643,0.092000,0.088000,
ibv_uc_pingpong,0,1048576,3814,2048,41,24532.15,20,2.608000,0.004000,24532.72,15,2.612000,0.000000,
ibv_rc_pingpong,0,1048576,3814,2048,30,24417.80,18,2.620000,0.004000,24419.33,17,2.624000,0.000000,
ibv_uc_pingpong,1,1048576,3814,2048,7676,21622.48,7643,0.072000,0.060000,21624.35,7644,0.036000,0.144000,
ibv_rc_pingpong,1,1048576,3814,2048,7655,21762.26,7648,0.056000,0.104000,21763.30,7643,0.024000,0.088000,
ibv_uc_pingpong,0,1048576,3814,4096,42,24440.44,18,2.616000,0.004000,24441.86,17,2.620000,0.000000,
ibv_rc_pingpong,0,1048576,3814,4096,30,24411.65,18,2.624000,0.000000,24412.68,17,2.624000,0.000000,
ibv_uc_pingpong,1,1048576,3814,4096,8162,21668.33,7645,0.020000,0.056000,21668.59,7644,0.072000,0.092000,
ibv_rc_pingpong,1,1048576,3814,4096,7666,21794.82,7648,0.036000,0.128000,21795.98,7643,0.012000,0.060000,
ibv_uc_pingpong,0,2097152,1907,1024,29,24524.00,18,2.608000,0.004000,24525.78,17,2.608000,0.004000,
ibv_rc_pingpong,0,2097152,1907,1024,29,24513.00,20,2.608000,0.004000,24513.46,15,2.612000,0.000000,
ibv_uc_pingpong,1,2097152,1907,1024,3841,21735.08,3834,0.032000,0.108000,21735.92,3829,0.036000,0.128000,
ibv_rc_pingpong,1,2097152,1907,1024,3850,21782.88,3834,0.036000,0.104000,21783.30,3829,0.032000,0.116000,
ibv_uc_pingpong,0,2097152,1907,2048,30,24595.28,18,2.600000,0.004000,24597.03,17,2.604000,0.000000,
ibv_rc_pingpong,0,2097152,1907,2048,29,24591.86,18,2.604000,0.000000,24592.81,17,2.604000,0.000000,
ibv_uc_pingpong,1,2097152,1907,2048,3853,21730.40,3832,0.028000,0.132000,21731.03,3831,0.012000,0.152000,
ibv_rc_pingpong,1,2097152,1907,2048,3841,21616.91,3832,0.032000,0.140000,21617.69,3831,0.080000,0.092000,
ibv_uc_pingpong,0,2097152,1907,4096,29,24465.68,20,2.616000,0.004000,24466.95,15,2.620000,0.000000,
ibv_rc_pingpong,0,2097152,1907,4096,30,24536.80,18,2.608000,0.004000,24537.54,17,2.612000,0.000000,
ibv_uc_pingpong,1,2097152,1907,4096,3863,21780.06,3832,0.096000,0.064000,21781.86,3831,0.060000,0.080000,
ibv_rc_pingpong,1,2097152,1907,4096,3845,21719.18,3833,0.012000,0.152000,21719.91,3829,0.016000,0.136000,
ibv_uc_pingpong,0,4194304,1000,1024,30,24428.90,18,2.748000,0.004000,24430.30,17,2.744000,0.008000,
ibv_rc_pingpong,0,4194304,1000,1024,28,24512.67,20,2.736000,0.004000,24514.35,15,2.740000,0.000000,
ibv_uc_pingpong,1,4194304,1000,1024,2035,22745.11,2020,0.020000,0.068000,22746.18,2015,0.032000,0.056000,
ibv_rc_pingpong,1,4194304,1000,1024,2027,22886.08,2020,0.000000,0.068000,22887.03,2015,0.016000,0.064000,
ibv_uc_pingpong,0,4194304,1000,2048,27,24593.95,20,2.732000,0.000000,24595.06,15,2.732000,0.000000,
ibv_rc_pingpong,0,4194304,1000,2048,41,24606.21,18,2.732000,0.000000,24607.47,17,2.732000,0.000000,
ibv_uc_pingpong,1,4194304,1000,2048,2028,22925.70,2018,0.016000,0.072000,22926.28,2017,0.024000,0.048000,
ibv_rc_pingpong,1,4194304,1000,2048,2028,22914.75,2020,0.000000,0.080000,22914.71,2015,0.032000,0.056000,
ibv_uc_pingpong,0,4194304,1000,4096,30,24566.87,18,2.732000,0.004000,24568.56,17,2.732000,0.004000,
ibv_rc_pingpong,0,4194304,1000,4096,42,24506.52,20,2.736000,0.008000,24507.11,15,2.740000,0.004000,
ibv_uc_pingpong,1,4194304,1000,4096,2059,22986.38,2020,0.036000,0.052000,22988.48,2015,0.008000,0.032000,
ibv_rc_pingpong,1,4194304,1000,4096,2027,23042.98,2020,0.000000,0.088000,23044.30,2015,0.012000,0.028000,
ibv_uc_pingpong,0,8388608,1000,1024,39,22605.23,20,5.944000,0.000000,22605.43,15,5.944000,0.000000,
ibv_rc_pingpong,0,8388608,1000,1024,39,22592.82,18,5.940000,0.008000,22593.14,17,5.944000,0.000000,
ibv_uc_pingpong,1,8388608,1000,1024,2037,21504.93,2018,0.008000,0.036000,21505.83,2017,0.024000,0.064000,
ibv_rc_pingpong,1,8388608,1000,1024,2035,21441.47,2018,0.000000,0.056000,21441.62,2017,0.028000,0.060000,
ibv_uc_pingpong,0,8388608,1000,2048,28,22627.28,18,5.928000,0.008000,22627.70,17,5.928000,0.008000,
ibv_rc_pingpong,0,8388608,1000,2048,42,22650.52,20,5.928000,0.000000,22650.92,15,5.928000,0.000000,
ibv_uc_pingpong,1,8388608,1000,2048,2042,21560.72,2018,0.024000,0.056000,21560.85,2017,0.020000,0.060000,
ibv_rc_pingpong,1,8388608,1000,2048,2028,21590.07,2020,0.032000,0.052000,21590.38,2015,0.016000,0.060000,
ibv_uc_pingpong,0,8388608,1000,4096,41,22693.60,18,5.916000,0.004000,22693.83,17,5.916000,0.004000,
ibv_rc_pingpong,0,8388608,1000,4096,30,22695.30,18,5.912000,0.004000,22695.71,17,5.916000,0.000000,
ibv_uc_pingpong,1,8388608,1000,4096,2052,21565.03,2018,0.040000,0.052000,21565.93,2017,0.032000,0.048000,
ibv_rc_pingpong,1,8388608,1000,4096,2037,21592.47,2020,0.000000,0.092000,21593.28,2015,0.016000,0.056000,
ibv_uc_pingpong,0,16777216,1000,1024,39,22568.74,18,11.904000,0.000000,22568.88,17,11.896000,0.008000,
ibv_rc_pingpong,0,16777216,1000,1024,42,22572.91,20,11.896000,0.000000,22573.09,15,11.900000,0.000000,
ibv_uc_pingpong,1,16777216,1000,1024,2042,21700.81,2018,0.016000,0.024000,21700.97,2017,0.028000,0.060000,
ibv_rc_pingpong,1,16777216,1000,1024,2048,21662.79,2018,0.012000,0.084000,21663.15,2017,0.024000,0.064000,
ibv_uc_pingpong,0,16777216,1000,2048,39,22558.26,20,11.900000,0.008000,22558.48,15,11.904000,0.004000,
ibv_rc_pingpong,0,16777216,1000,2048,41,22599.89,20,11.872000,0.012000,22600.00,15,11.876000,0.008000,
ibv_uc_pingpong,1,16777216,1000,2048,2036,21823.82,2020,0.032000,0.064000,21823.94,2015,0.016000,0.032000,
ibv_rc_pingpong,1,16777216,1000,2048,2038,21896.89,2018,0.012000,0.068000,21897.01,2017,0.028000,0.056000,
ibv_uc_pingpong,0,16777216,1000,4096,53,22455.52,20,11.960000,0.004000,22455.68,15,11.948000,0.016000,
ibv_rc_pingpong,0,16777216,1000,4096,39,22523.22,20,11.920000,0.004000,22523.24,15,11.920000,0.004000,
ibv_uc_pingpong,1,16777216,1000,4096,2052,21837.81,2020,0.036000,0.052000,21838.14,2015,0.000000,0.076000,
ibv_rc_pingpong,1,16777216,1000,4096,2035,21966.56,2020,0.012000,0.072000,21966.73,2015,0.024000,0.044000,
