Program,use_events,message_size,num_exchanges,MTU,Num mlx4 interrupts,Server Mbit/sec,Server voluntary_ctxt_switches,Server user time,Server system time,Server Mbit/sec,Client voluntary_ctxt_switches,Client user time,Client system time
ibv_rc_pingpong,0,262144,15258,2048,34,2990.92,21,21.398262,0.007999,2990.93,19,21.389906,0.015995,
ibv_uc_pingpong,1,262144,15258,2048,68310,2945.12,30537,0.066742,0.159155,2945.14,30535,0.069937,0.149866,
ibv_rc_pingpong,1,262144,15258,2048,30550,2941.38,30537,0.061579,0.153949,2941.40,30535,0.050034,0.160111,
ibv_uc_pingpong,0,262144,15258,4096,34,2972.44,21,21.534786,0.003999,2972.46,19,21.534096,0.003999,
ibv_rc_pingpong,0,262144,15258,4096,33,2967.89,21,21.567339,0.003999,2967.91,19,21.566268,0.003998,
ibv_uc_pingpong,1,262144,15258,4096,120359,2922.01,30537,0.042064,0.168258,2922.03,30535,0.039741,0.166913,
ibv_rc_pingpong,1,262144,15258,4096,30550,2918.10,30537,0.083624,0.125436,2918.12,30535,0.061059,0.149256,
ibv_uc_pingpong,0,524288,7629,1024,33,3008.03,21,21.280016,0.004000,3008.05,19,21.287002,0.000000,
ibv_rc_pingpong,0,524288,7629,1024,34,3008.08,21,21.276224,0.007997,3008.10,19,21.275556,0.007996,
ibv_uc_pingpong,1,524288,7629,1024,24222,2982.37,15279,0.038258,0.072691,2982.39,15277,0.051860,0.059839,
ibv_rc_pingpong,1,524288,7629,1024,15292,2980.49,15279,0.008960,0.103046,2980.51,15277,0.015235,0.106647,
ibv_uc_pingpong,0,524288,7629,2048,34,3013.73,21,21.234175,0.011998,3013.75,19,21.236762,0.008000,
ibv_rc_pingpong,0,524288,7629,2048,34,3010.75,21,21.261647,0.003999,3010.78,19,21.257284,0.008000,
ibv_uc_pingpong,1,524288,7629,2048,37906,2986.47,15278,0.026344,0.083424,2986.49,15277,0.012133,0.097065,
ibv_rc_pingpong,1,524288,7629,2048,15292,2985.33,15278,0.037292,0.074584,2985.34,15277,0.033595,0.080629,
ibv_uc_pingpong,0,524288,7629,4096,34,2999.20,21,21.335501,0.011995,2999.21,19,21.333753,0.015995,
ibv_rc_pingpong,0,524288,7629,4096,34,2996.92,21,21.354936,0.007999,2996.94,19,21.351517,0.011997,
ibv_uc_pingpong,1,524288,7629,4096,60159,2973.10,15279,0.041347,0.071418,2973.12,15277,0.021168,0.088906,
ibv_rc_pingpong,1,524288,7629,4096,15292,2971.49,15279,0.027044,0.084998,2971.51,15277,0.036571,0.076800,
ibv_uc_pingpong,0,1048576,3814,1024,34,3017.94,21,21.204402,0.007998,3017.97,19,21.206957,0.008001,
ibv_rc_pingpong,0,1048576,3814,1024,34,3018.07,20,21.203066,0.007998,3018.10,19,21.201851,0.011996,
ibv_uc_pingpong,1,1048576,3814,1024,7877,3004.71,7649,0.016868,0.061849,3004.72,7647,0.021474,0.042948,
ibv_rc_pingpong,1,1048576,3814,1024,7662,3004.95,7649,0.019980,0.043291,3004.97,7647,0.011711,0.052700,
ibv_uc_pingpong,0,1048576,3814,2048,34,3022.47,21,21.168264,0.011997,3022.50,19,21.168826,0.011995,
ibv_rc_pingpong,0,1048576,3814,2048,34,3020.87,21,21.182067,0.011998,3020.89,19,21.184365,0.007998,
ibv_uc_pingpong,1,1048576,3814,2048,17032,3009.92,7649,0.016108,0.048324,3009.94,7647,0.022721,0.040899,
ibv_rc_pingpong,1,1048576,3814,2048,7662,3007.74,7649,0.021533,0.043066,3007.75,7647,0.007611,0.057088,
ibv_uc_pingpong,0,1048576,3814,4096,34,3012.81,21,21.238593,0.011999,3012.82,19,21.238137,0.011996,
ibv_rc_pingpong,0,1048576,3814,4096,34,3011.46,21,21.245929,0.011998,3011.47,19,21.250532,0.007997,
ibv_uc_pingpong,1,1048576,3814,4096,30031,2996.61,7649,0.010192,0.054362,2996.62,7647,0.024530,0.049061,
ibv_rc_pingpong,1,1048576,3814,4096,7662,2998.50,7649,0.021762,0.043525,2998.51,7647,0.004541,0.059042,
ibv_uc_pingpong,0,2097152,1907,1024,38,3023.01,25,21.160398,0.019989,3023.02,19,21.167159,0.011997,
ibv_rc_pingpong,0,2097152,1907,1024,38,3023.01,23,21.170646,0.007999,3023.02,21,21.175148,0.003999,
ibv_uc_pingpong,1,2097152,1907,1024,4192,3016.86,3839,0.005731,0.034387,3016.87,3833,0.010284,0.030854,
ibv_rc_pingpong,1,2097152,1907,1024,3852,3015.21,3839,0.016140,0.032280,3015.22,3833,0.000000,0.041952,
ibv_uc_pingpong,0,2097152,1907,2048,38,3026.74,25,21.144125,0.007998,3026.76,19,21.141776,0.011998,
ibv_rc_pingpong,0,2097152,1907,2048,38,3025.99,25,21.150528,0.008000,3026.01,19,21.150502,0.007999,
ibv_uc_pingpong,1,2097152,1907,2048,7601,3019.89,3837,0.020026,0.020026,3019.92,3835,0.012222,0.036668,
ibv_rc_pingpong,1,2097152,1907,2048,3852,3018.17,3839,0.013843,0.034609,3018.19,3833,0.009301,0.032555,
ibv_uc_pingpong,0,2097152,1907,4096,38,3019.55,25,21.199543,0.003999,3019.57,19,21.190799,0.011999,
ibv_rc_pingpong,0,2097152,1907,4096,38,3018.90,25,21.200362,0.008000,3018.92,19,21.191889,0.015996,
ibv_uc_pingpong,1,2097152,1907,4096,15044,3012.74,3837,0.000000,0.041200,3012.75,3835,0.023995,0.017139,
ibv_rc_pingpong,1,2097152,1907,4096,3852,3011.14,3839,0.005862,0.035175,3011.16,3833,0.019602,0.029404,
ibv_uc_pingpong,0,4194304,1000,1024,38,3023.81,25,22.195547,0.011999,3023.82,19,22.199500,0.007998,
ibv_rc_pingpong,0,4194304,1000,1024,38,3023.58,25,22.207428,0.003999,3023.59,19,22.205566,0.003999,
ibv_uc_pingpong,1,4194304,1000,1024,2104,3019.29,2025,0.004470,0.026823,3019.31,2019,0.000000,0.036160,
ibv_rc_pingpong,1,4194304,1000,1024,2038,3020.00,2023,0.010690,0.021381,3020.01,2021,0.004074,0.028521,
ibv_uc_pingpong,0,4194304,1000,2048,38,3026.91,25,22.170788,0.015996,3026.92,19,22.173538,0.011996,
ibv_rc_pingpong,0,4194304,1000,2048,38,3026.55,25,22.167316,0.019995,3026.57,19,22.177313,0.012000,
ibv_uc_pingpong,1,4194304,1000,2048,4074,3023.25,2025,0.012588,0.018882,3023.28,2019,0.014503,0.021755,
ibv_rc_pingpong,1,4194304,1000,2048,2038,3022.83,2025,0.005271,0.026357,3022.86,2019,0.015424,0.020565,
ibv_uc_pingpong,0,4194304,1000,4096,38,3021.38,25,22.213293,0.012000,3021.40,19,22.212178,0.015997,
ibv_rc_pingpong,0,4194304,1000,4096,38,3020.68,25,22.223358,0.007999,3020.69,19,22.211028,0.019995,
ibv_uc_pingpong,1,4194304,1000,4096,7874,3017.77,2025,0.008965,0.022412,3017.78,2019,0.009129,0.022823,
ibv_rc_pingpong,1,4194304,1000,4096,2038,3017.27,2023,0.014333,0.017916,3017.28,2021,0.018154,0.014523,
ibv_uc_pingpong,0,8388608,1000,1024,38,2860.03,25,46.937037,0.011998,2860.03,19,46.925843,0.019997,
ibv_rc_pingpong,0,8388608,1000,1024,38,2859.98,25,46.926297,0.023997,2859.99,19,46.921109,0.023996,
ibv_uc_pingpong,1,8388608,1000,1024,2814,2986.40,2023,0.015349,0.026861,2986.41,2021,0.012815,0.025631,
ibv_rc_pingpong,1,8388608,1000,1024,2038,2858.20,2023,0.011915,0.029788,2858.21,2021,0.009425,0.028276,
ibv_uc_pingpong,0,8388608,1000,2048,38,2861.22,25,46.907059,0.019997,2861.23,19,46.901577,0.023994,
ibv_rc_pingpong,0,8388608,1000,2048,37,2859.70,25,46.931953,0.019996,2859.71,19,46.934640,0.015996,
ibv_uc_pingpong,1,8388608,1000,2048,7168,2859.69,2023,0.012225,0.030564,2859.70,2021,0.009572,0.028716,
ibv_rc_pingpong,1,8388608,1000,2048,2038,2858.20,2023,0.006941,0.034706,2858.20,2021,0.018950,0.018950,
ibv_uc_pingpong,0,8388608,1000,4096,38,2856.54,23,46.996496,0.007999,2856.55,21,46.978755,0.023997,
ibv_rc_pingpong,0,8388608,1000,4096,38,2855.28,25,46.997552,0.024002,2855.29,19,47.000317,0.023998,
ibv_uc_pingpong,1,8388608,1000,4096,7914,2855.09,2025,0.000000,0.037992,2855.10,2019,0.000000,0.043388,
ibv_rc_pingpong,1,8388608,1000,4096,2038,2853.47,2025,0.014013,0.023355,2853.48,2019,0.004215,0.037941,
ibv_uc_pingpong,0,16777216,1000,1024,38,2870.27,25,93.514591,0.027995,2870.28,19,93.518925,0.023997,
ibv_rc_pingpong,0,16777216,1000,1024,38,2870.51,25,93.504871,0.028003,2870.52,19,93.504776,0.027995,
ibv_uc_pingpong,1,16777216,1000,1024,3427,2868.92,2023,0.004084,0.049010,2868.92,2021,0.007460,0.041035,
ibv_rc_pingpong,1,16777216,1000,1024,2038,2868.48,2025,0.010878,0.038073,2868.49,2019,0.013444,0.040332,
ibv_uc_pingpong,0,16777216,1000,2048,38,2862.21,25,93.777056,0.031996,2862.22,19,93.784111,0.031998,
ibv_rc_pingpong,0,16777216,1000,2048,38,2863.30,25,93.726287,0.043993,2863.31,19,93.749821,0.019996,
ibv_uc_pingpong,1,16777216,1000,2048,6636,2860.87,2025,0.011388,0.041759,2860.87,2019,0.011530,0.038434,
ibv_rc_pingpong,1,16777216,1000,2048,2038,2862.26,2023,0.019473,0.029210,2862.26,2021,0.004801,0.048019,
ibv_uc_pingpong,0,16777216,1000,4096,38,2846.10,23,94.303596,0.035995,2846.11,21,94.316265,0.019998,
ibv_rc_pingpong,0,16777216,1000,4096,38,2848.60,25,94.232362,0.031997,2848.60,19,94.235103,0.019996,
ibv_uc_pingpong,1,16777216,1000,4096,7864,2845.69,2023,0.007707,0.038538,2845.69,2021,0.012698,0.041271,
ibv_rc_pingpong,1,16777216,1000,4096,2038,2847.38,2023,0.017023,0.029790,2847.38,2021,0.008787,0.039543,
